row_idx,question,passage,gold_answer_bool,pred_text,pred_answer_bool,correct
2126,هل يجتمع رجل النمل والدبور معًا,"Ant-Man and the Wasp هو فيلم بطل خارق أمريكي لعام 2018 يعتمد على شخصيات Marvel Comics Scott Lang / Ant-Man و Hope van Dyne / Wasp. الفيلم من إنتاج استوديوهات مارفل وتوزيع استوديوهات والت ديزني للصور المتحركة، وهو تكملة لفيلم Ant-Man لعام 2015، والفيلم العشرين في عالم Marvel السينمائي (MCU). الفيلم من إخراج بيتون ريد وكتبه فريق الكتابة المكون من كريس ماكينا وإريك سومرز وبول رود وأندرو بارير وجابرييل فيراري. الفيلم من بطولة رود في دور لانغ وإيفانجلين ليلي في دور فان داين، إلى جانب مايكل بينيا، والتون جوجينز، بوبي كانافال، جودي جرير، تيب ""تي آي"" هاريس، ديفيد داستمالشيان، هانا جون كامين، آبي رايدر فورتسون، راندال بارك، ميشيل فايفر. ولورنس فيشبورن ومايكل دوجلاس. في Ant-Man and the Wasp، يعمل الثنائي مع هانك بيم لاستعادة جانيت فان داين من عالم الكم.",1,نعم,1,1
745,12 يونيو هو يوم عطلة في الفلبين,"يوم الاستقلال (الفلبينية: Araw ng Kasarinlan؛ المعروف أيضًا باسم Araw ng Kalayaan، (أو ""يوم الحرية"") هو يوم عطلة وطنية سنوية في الفلبين يتم الاحتفال به في 12 يونيو، لإحياء ذكرى استقلال الفلبين عن إسبانيا.",1,نعم,1,1
1521,هل هناك ضريبة مبيعات على crv في كاليفورنيا؟,إحدى الطرق التي يظهر بها الفرق بين CRV والنظام الذي يدفع فيه المستهلك وديعة أو ضريبة هي أن ضريبة المبيعات تنطبق على مبلغ CRV، إذا كان العنصر خاضعًا لضريبة المبيعات. ولو لم تكن جزءا من السعر الأساسي للمنتج، فلن تطبق عليها ضريبة المبيعات. وفقًا لذلك، عندما رفعت ولاية كاليفورنيا معدل CRV من .04 دولارًا أمريكيًا على الزجاجات سعة 2 لتر / 02 دولارًا أمريكيًا للعلب إلى 08 دولارًا أمريكيًا و04.04 دولارًا أمريكيًا، على التوالي، ثم مرة أخرى إلى 10.05 دولارًا أمريكيًا و05.05 دولارًا أمريكيًا، على التوالي، كان ذلك أيضًا زيادة إيرادات ضريبة المبيعات في كاليفورنيا المكتسبة من الرسوم المفروضة.,1,نعم.,1,1
3222,هل يجب على الضارب أن يتحرك بعيدًا عن طريق الملعب,"في لعبة البيسبول، الضرب بالرمية (HBP) هو الموقف الذي يتم فيه ضرب الضارب أو ملابسه أو معداته (بخلاف مضربه) مباشرة برميه من الرامي؛ يُطلق على الخليط اسم رجل المضرب الضارب (HB). يُمنح رجل المضرب الضارب القاعدة الأولى، بشرط أن (في حكم حكم اللوحة) بذل جهدًا صادقًا لتجنب الملعب، على الرغم من أن الفشل في القيام بذلك نادرًا ما يستدعيه الحكم. غالبًا ما يكون سبب التعرض للضربة هو وقوف الضارب بالقرب من لوحة المنزل أو ""ازدحامها"".",1,نعم,1,1
613,حمام الماء البارد جيد مثل حمام الثلج,"تشير عدة مصادر إلى أن الحمامات الباردة (60-75 درجة فهرنهايت) كانت أفضل من حمامات الجليد. وقال أخصائي العلاج الطبيعي توني ويلسون من جامعة ساوثهامبتون إن درجات الحرارة شديدة البرودة ليست ضرورية وأن ""الحمام البارد"" سيكون بنفس فعالية الحمام المثلج. ووافق آخر على أن مجرد الحمام البارد أفضل من الحمامات الجليدية ""غير الضرورية"". واقترح تقرير ثالث أن الماء البارد (60-75 درجة فهرنهايت) كان جيدًا مثل الماء عند درجة حرارة أقل (54-60 درجة). درجة فهرنهايت) وأن ثماني إلى عشر دقائق يجب أن تكون وقتا كافيا، مع التحذير من تجاوز العشر دقائق.",1,نعم,1,1
1098,هل يوجد موسم 8 من لعبة العروش,تم الإعلان عن الموسم الثامن والأخير من المسلسل التلفزيوني الدرامي الخيالي Game of Thrones بواسطة HBO في يوليو 2016. على عكس المواسم الستة الأولى التي كان كل منها مكونًا من عشر حلقات والسابع الذي يتكون من سبع حلقات، فإن الموسم الثامن سيتكون من ست حلقات فقط. مثل الموسم السابق، سيتكون إلى حد كبير من محتوى أصلي غير موجود حاليًا في سلسلة أغنية الجليد والنار لجورج آر آر مارتن وسيقوم بدلاً من ذلك بتعديل المواد التي كشف عنها مارتن لمقدمي العرض حول الروايات القادمة في السلسلة، رياح الشتاء و أ حلم الربيع.,1,نعم,1,1
2933,هل يصنعون الموسم الثامن من البدلات؟,تم طلب الموسم الثامن من الدراما القانونية الأمريكية Suits في 30 يناير 2018، وبدأ بثه على شبكة USA Network في الولايات المتحدة في 18 يوليو 2018.,1,نعم.,1,1
898,هل حصل أي فيلم على 100 نقطة على الطماطم الفاسدة؟,على موقع تجميع مراجعة الأفلام Rotten Tomatoes، حصلت الأفلام التي حصلت على تقييمات إيجابية حصريًا وتمت مراجعتها من قبل خمسة نقاد على الأقل على نسبة موافقة 100٪. حققت العديد من هذه الأفلام، خاصة تلك التي حصلت على عدد كبير من التقييمات الإيجابية، استحسان النقاد على نطاق واسع وغالبًا ما تعتبر من بين الأفضل. يظهر أيضًا عدد من هذه الأفلام في قائمة 100 عام...100 فيلم الصادرة عن معهد الفيلم الأمريكي (AFI)، ولكن هناك العديد من الأفلام الأخرى والعديد من الإدخالات التي حصلت على عشرات التقييمات الإيجابية، وهو ما يعتبر مفاجئًا لبعض الخبراء. حتى الآن، يحمل بادينغتون 2 الرقم القياسي للموقع، حيث حصل على نسبة موافقة 100% و205 تقييمات إيجابية.,1,نعم.,1,1
2086,هي حيتان العنبر على قائمة الأنواع المهددة بالانقراض,تعد أعداد حيتان العنبر المتبقية كبيرة بما يكفي لتصنيف حالة حفظ الأنواع على أنها معرضة للخطر وليست مهددة بالانقراض. ومع ذلك، فإن التعافي من قرون من صيد الحيتان التجاري هو عملية بطيئة، خاصة في جنوب المحيط الهادئ، حيث كانت الخسائر في صفوف الذكور في سن التكاثر شديدة.,0,لا.,0,1
2094,هل يغني نويل غالاغر لا تنظر إلى الوراء بغضب؟,"""""لا تنظر إلى الوراء بغضب"""" هي أغنية لفرقة الروك الإنجليزية Oasis. تم إصدارها في 19 فبراير 1996 كأغنية خامسة من ألبومهم الثاني (ما القصة) Morning Glory؟ (1995). الأغنية كتبها عازف الجيتار وكاتب الأغاني الرئيسي في الفرقة نويل غالاغر. أصبحت ثاني أغنية للفرقة تصل إلى المركز الأول في مخطط الفردي في المملكة المتحدة، حيث حصلت أيضًا على البلاتينية. كانت أغنية ""لا تنظر إلى الوراء بغضب"" أيضًا أول أغنية منفردة في الواحة تحتوي على غناء رئيسي لنويل (الذي كان يغني سابقًا فقط على الجوانب B) بدلاً من أخيه ليام.",1,نعم.,1,1
